Code,Name,Name KH,Category Code,Unit ID,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image,Type(standard or service)
DR00003411,FT83985Blu100(2-3y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003412,FT83985Blu110(3-4y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003413,FT83985Blu120(4-5y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003414,FT83985Blu130(5-6y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003415,FT83985Blu140(6-7y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003416,FT83985Blu150(7-8y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003417,FT83220Blu100(2-3y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003418,FT83220Blu110(3-4y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003419,FT83220Blu120(4-5y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003420,FT83220Blu130(5-6y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003421,FT83220Blu140(6-7y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003422,FT83220Blu150(7-8y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003423,FT83631Whi100(2-3y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003424,FT83631Whi110(3-4y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003425,FT83631Whi120(4-5y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003426,FT83631Whi130(5-6y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003427,FT83631Whi140(6-7y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003428,FT83631Whi150(7-8y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003429,FT83671Whi100(2-3y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003430,FT83671Whi110(3-4y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003431,FT83671Whi120(4-5y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003432,FT83671Whi130(5-6y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003433,FT83671Whi140(6-7y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003434,FT83671Whi150(7-8y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003435,FT83089Whi100(2-3y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003436,FT83089Whi110(3-4y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003437,FT83089Whi120(4-5y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003438,FT83089Whi130(5-6y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003439,FT83089Whi140(6-7y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003440,FT83089Whi150(7-8y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003441,FT85066Pin100(2-3y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003442,FT85066Pin110(3-4y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003443,FT85066Pin120(4-5y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003444,FT85066Pin130(5-6y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003445,FT85066Pin140(6-7y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003446,FT85066Pin150(7-8y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003447,FT85250Pin100(2-3y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003448,FT85250Pin110(3-4y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003449,FT85250Pin120(4-5y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003450,FT85250Pin130(5-6y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003451,FT85250Pin140(6-7y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
DR00003452,FT85250Pin150(7-8y)2-8y,,Dress,1,0,0,,,,,,,,,,,,,,,,,no_image.png,standard
